InvestigationType,EventDate,Location,Country,Latitude,Longitude,Lethality,InjurySeverity,AircraftDamage,RegistrationNumber,Make,Model,NumberofEngines,EngineType,PurposeofFlight,AirCarrier,TotalFatalInjuries,WeatherCondition,BroadPhaseofFlight
Accident,11/24/89,"COLORADO CITY, CO",United States,37.9452861,-104.8352628,1,Fatal,Destroyed,N18FL,LAKE,THORP T-18,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,11/25/89,"NORMAN, OK",United States,35.2225668,-97.4394777,1,Fatal,Destroyed,N7010L,LIVPT INC,WINDROSE,1,Reciprocating,Personal,,1,VMC,CLIMB
Accident,11/26/89,"HUNTLEY, IL",United States,42.1680796,-88.4281415,1,Fatal,Destroyed,N4984H,MYERS,SONERAI II/EV,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,11/28/89,"COVENTRY, CT",United States,41.78468,-72.3393021,1,Fatal,Destroyed,N3309W,PIPER,PA-32-260,1,Reciprocating,Personal,,1,IMC,MANEUVERING
Accident,12/3/89,"POWDERVILLE, MT",United States,45.7599006,-105.114934,1,Fatal,,N62672,PIPER,PA-18-150,1,Reciprocating,Personal,,1,VMC,STANDING
Accident,12/15/89,"AUSTIN, NV",United States,39.4925701,-117.0672356,1,Fatal,Destroyed,N111GC,Continental Copters,THORP T-18,1,Reciprocating,Personal,,1,VMC,CLIMB
Accident,12/21/89,"FRENCHTOWN, NJ",United States,40.5262138,-75.06156,1,Fatal,Destroyed,N6894Y,PIPER,PA-60-602P,2,Reciprocating,Business,,1,IMC,CRUISE
Accident,12/22/89,"BELUGA, AK",United States,61.1768946,-151.1527851,1,Fatal,Destroyed,N302SC,PIPER,PA-31,2,Turbo Prop,Unknown,,1,IMC,MANEUVERING
Accident,12/29/89,"MERIDIAN, MS",United States,32.3643098,-88.703656,1,Fatal,Destroyed,N733FK,CESSNA,172N,1,Reciprocating,Personal,,1,IMC,DESCENT
Accident,1/7/90,"NAPA, CA",United States,38.2975381,-122.286865,1,Fatal,Destroyed,N1283S,CESSNA,182P,1,Reciprocating,Personal,,1,IMC,GO-AROUND
Accident,1/7/90,"TROY, NC",United States,35.3584743,-79.8944901,1,Fatal,Destroyed,N91089,Waco,FLYBABY,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,1/11/90,"HANSEN, ID",United States,42.5296532,-114.301121,1,Fatal,Destroyed,NONE,SOCATA,AIRCOMMANDER 532,1,Reciprocating,Business,,1,VMC,MANEUVERING
Accident,1/13/90,"LONE PINE, CA",United States,36.6060444,-118.0628654,1,Fatal,Destroyed,N758UV,CESSNA,R172K,1,Reciprocating,Personal,,1,UNK,CRUISE
Accident,1/22/90,"MUNSTER, IN",United States,41.5644798,-87.5125412,1,Fatal,Destroyed,NONE,AIR COMMAND,532,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,1/24/90,"LAKE VILLAGE, IN",United States,41.1375346,-87.4486437,1,Fatal,Substantial,NONE,PITTS SPECIAL,ASCENDER II+2,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,2/1/90,"CASTLE ROCK, WA",United States,46.275111,-122.9076141,1,Fatal,Destroyed,N8859J,PIPER,PA28-180,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,2/2/90,"CHEROKEE, AL",United States,34.7570342,-87.9728143,1,Fatal,Destroyed,N5755L,ALDERFER,AA-1,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,2/4/90,"TOMBALL, TX",United States,30.0971621,-95.6160549,1,Fatal,Minor,N714RS,CESSNA,150M,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,2/4/90,"TOMBALL, TX",United States,30.0971621,-95.6160549,1,Fatal,Destroyed,N128S,CESSNA,172M,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,2/5/90,"BAKER, OR",United States,44.7748748,-117.8343848,1,Fatal,Destroyed,N50GP,CESSNA,402B,2,Reciprocating,Unknown,,1,UNK,CRUISE
Accident,2/6/90,"PHOENIX, AZ",United States,33.4483771,-112.0740373,1,Fatal,Substantial,N6471L,CESSNA,152,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,2/6/90,"NORRIS, TN",United States,36.1956343,-84.067974,1,Fatal,Destroyed,N4338U,PIPER,PA-28-161,1,Reciprocating,Instructional,,1,VMC,MANEUVERING
Accident,2/12/90,"ORO VALLEY, AZ",United States,32.3909071,-110.966488,1,Fatal,Destroyed,N3SN,BEECH,F-33A,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,2/13/90,"ARDEN, NC",United States,35.4661613,-82.5166982,1,Fatal,Destroyed,N8615S,CESSNA,150F,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,2/17/90,"HEARNE, TX",United States,30.8785238,-96.5930258,1,Fatal,Destroyed,NONE,AIR COMMAND,447,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,2/18/90,"MODESTO, CA",United States,37.6392595,-120.9970014,1,Fatal,Destroyed,CGICH,CESSNA,210L,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,2/19/90,"CABINS, WV",United States,38.9989988,-79.2053164,1,Fatal,Substantial,N511M,Rockwell,LS-6,0,Unknown,Personal,,1,VMC,APPROACH
Accident,2/20/90,"PUEBLO, CO",United States,38.2544472,-104.6091409,1,Fatal,Destroyed,N1666H,PIPER,PA-34-200T,2,Reciprocating,Personal,,1,VMC,APPROACH
Accident,2/24/90,"ORLAND, CA",United States,39.7473803,-122.1963748,1,Fatal,Destroyed,N123MR,Hughes,2902.11.01.001 LARK,0,Unknown,Personal,,1,VMC,MANEUVERING
Accident,2/26/90,"SANTA MONICA, CA",United States,34.0194543,-118.4911912,1,Fatal,Destroyed,N100PY,RAVEN,LONG EZ,1,Reciprocating,Personal,,1,IMC,GO-AROUND
Accident,2/27/90,"YOUNTVILLE, CA",United States,38.4015781,-122.3608105,1,Fatal,Destroyed,N8359H,PIPER,PA28-201T,1,Reciprocating,Business,,1,IMC,MANEUVERING
Accident,3/1/90,"INVER GROVE HGT, MN",United States,44.8480218,-93.0427153,1,Fatal,Substantial,N3077G,BEECH,B36TC,1,Reciprocating,Ferry,,1,VMC,TAKEOFF
Accident,3/8/90,"DAYTON, TN",United States,35.4939587,-85.0124535,1,Fatal,Destroyed,N7123Y,PIPER,PA-30,2,Reciprocating,Personal,,1,IMC,CRUISE
Accident,3/9/90,"CROSS, SC",United States,33.3273879,-80.148419,1,Fatal,Destroyed,N4875M,SIAI-Marchetti,HSS-1N,1,Reciprocating,Other Work Use,,1,VMC,CRUISE
Accident,3/10/90,"PINE VALLEY, CA",United States,32.8214402,-116.5291841,1,Fatal,Destroyed,N152EZ,CESSNA,150J,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,3/19/90,"BUENA PARK, CA",United States,33.8674044,-117.9981387,1,Fatal,Destroyed,N2985E,CESSNA,172N,1,Reciprocating,Business,,1,IMC,APPROACH
Accident,3/20/90,"WHITE CITY, OR",United States,42.431618,-122.8354426,1,Fatal,Substantial,N353FG,de Havilland,DH 82A,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,3/24/90,"WASILLA, AK",United States,61.5808763,-149.4410598,1,Fatal,Substantial,N68596,BELLANCA,7ACA,1,Reciprocating,Unknown,,1,VMC,APPROACH
Accident,3/29/90,"NOTREES, TX",United States,31.9173411,-102.7557082,1,Fatal,Destroyed,N1886M,CESSNA,337G,2,Reciprocating,Ferry,,1,IMC,CRUISE
Accident,3/31/90,"GLAMIS, CA",United States,32.997542,-115.0719158,1,Fatal,Destroyed,N542AA,FOKKER,FALCON XP,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,4/1/90,"LLOYD, NY",United States,41.7362044,-74.0054176,1,Fatal,Destroyed,N7034F,CESSNA,150F,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,4/2/90,"BETHANY, OK",United States,35.5186678,-97.6322639,1,Fatal,Destroyed,N3514X,MOONEY,M20F,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,4/2/90,"ENUMCLAW, WA",United States,47.2042681,-121.9915003,1,Fatal,Destroyed,N285RM,NORTH AMERICAN,NAVION H,1,Reciprocating,Personal,,1,IMC,MANEUVERING
Accident,4/3/90,"ELOY, AZ",United States,32.7558962,-111.554844,1,Fatal,Destroyed,N104KF,FORNEY,PITTS S-1,1,Reciprocating,Instructional,,1,VMC,MANEUVERING
Accident,4/4/90,"ESPARTO, CA",United States,38.6921258,-122.0171925,1,Fatal,Destroyed,N8011K,GRUMMAN,G-164B,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,4/5/90,"ROMEO, MI",United States,42.802808,-83.0129874,1,Fatal,Destroyed,N9829R,BEECH,M35,1,Reciprocating,Personal,,1,IMC,APPROACH
Accident,4/6/90,"HORSEHEADS, NY",United States,42.167019,-76.8205119,1,Fatal,Destroyed,N68CG,REIFFER,BREEZY CG-1,1,Reciprocating,Personal,,1,VMC,TAXI
Accident,4/7/90,"EL PASO, TX",United States,31.7618778,-106.4850217,1,Fatal,Substantial,NONE,AIR COMMAND,532,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,4/7/90,"BAYTOWN, TX",United States,29.7355047,-94.9774274,1,Fatal,Destroyed,N1410K,Luscombe,8-A,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,4/7/90,"OKEECHOBEE, FL",United States,27.2439349,-80.8297828,1,Fatal,Destroyed,N532RC,FAIRCHILD,AIR COMMAND 532,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,4/9/90,"HEREFORD, TX",United States,34.8150622,-102.3977036,1,Fatal,Destroyed,N3504H,Ercoupe,415CD,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,4/9/90,"ELBERT, CO",United States,39.2194678,-104.5371508,1,Fatal,Destroyed,N4912U,CESSNA,210E,1,Reciprocating,Business,,1,IMC,CRUISE
Accident,4/9/90,"INOLA, OK",United States,36.1512097,-95.5094195,1,Fatal,Destroyed,N526L,MOONEY,M-20J,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,4/10/90,"LE COMPTE, LA",United States,31.0946327,-92.4004119,1,Fatal,Destroyed,N7968M,BEECH,B35-C33A,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,4/13/90,"BOIS D'ARC, MO",United States,37.2564382,-93.507696,1,Fatal,Destroyed,N6KG,PIPER,PA-31-350,2,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,4/15/90,"MOSCOW, ID",United States,46.7323875,-117.000165,1,Fatal,Destroyed,N52744,THORPE,TIERRA II,1,Reciprocating,Personal,,1,VMC,CLIMB
Accident,4/16/90,"N. MYRTLE BEACH, SC",United States,33.8160058,-78.680016,1,Fatal,Substantial,N22953,CESSNA,150H,1,Reciprocating,Unknown,,1,VMC,MANEUVERING
Accident,4/18/90,"MARCO ISLAND, FL",United States,25.9397412,-81.7075355,1,Fatal,Destroyed,N91309,PIPER,PA-38-112,1,Reciprocating,Personal,,1,VMC,UNKNOWN
Accident,4/28/90,"SOUTHFIELD, MI",United States,42.4733688,-83.2218731,1,Fatal,Destroyed,N871,SIAI-MARCHETTI,S-58F,1,Reciprocating,Other Work Use,,1,VMC,MANEUVERING
Accident,4/29/90,"FREDERICKSBURG, PA",United States,40.4437018,-76.4282933,1,Fatal,Destroyed,N74312,GRUMMAN,AA-5B,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,4/30/90,"PINE BLUFF, AR",United States,34.2284312,-92.0031955,1,Fatal,Destroyed,N7242B,BEECH,J-35,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,5/5/90,"SANTA TERESA, NM",United States,31.8559384,-106.6391577,1,Fatal,Substantial,N469Q,McDonnell Douglas,VELOCITY,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,5/5/90,"STOCKBRIDGE, GA",United States,33.5442781,-84.2338093,1,Fatal,Destroyed,N10790,CESSNA,150L,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,5/7/90,"ROGERSON, ID",United States,42.2173846,-114.5970203,1,Fatal,Substantial,N1011A,PIPER,PA-18-125,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,5/8/90,"WOONSOCKET, SD",United States,44.0535982,-98.2756432,1,Fatal,Minor,N6177A,PIPER,PA-36-375,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,5/8/90,"WOONSOCKET, SD",United States,44.0535982,-98.2756432,1,Fatal,Destroyed,N3634E,PIPER,PA-36-375,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,5/12/90,"EAST MORICHES, NY",United States,40.8050989,-72.7609336,1,Fatal,Destroyed,NONE,Thocker,CHALLENGER II,1,Reciprocating,Unknown,,1,VMC,APPROACH
Accident,5/13/90,"SHIRLEYSBURG, PA",United States,40.2978576,-77.8741635,1,Fatal,Destroyed,N7142S,CESSNA,150H,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,5/15/90,"NUMIDIA, PA",United States,40.8806424,-76.40217,1,Fatal,Destroyed,N8757X,CESSNA,182D,1,Reciprocating,Positioning,,1,IMC,CRUISE
Accident,5/17/90,"SAN DIEGO, CA",United States,32.715738,-117.1610838,1,Fatal,Destroyed,N58PP,COOPRIDER,PRESCOTT PUSHER,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,5/17/90,"SAN DIEGO, CA",United States,32.715738,-117.1610838,1,Fatal,Destroyed,N783G,CESSNA,152,1,Reciprocating,Instructional,,1,VMC,APPROACH
Accident,5/20/90,"EAST LANSING, MI",United States,42.7369792,-84.4838654,1,Fatal,Destroyed,N24PT,PIPER,PA-28-181,1,Reciprocating,Personal,,1,IMC,APPROACH
Accident,5/20/90,"WILLOUGHBY HILL, OH",United States,41.587599,-81.4394539,1,Fatal,Destroyed,N4859W,Rockwell,114,1,Reciprocating,Personal,,1,IMC,APPROACH
Accident,5/20/90,"COEUR D'ALENE, ID",United States,47.6734632,-116.7812225,1,Fatal,Minor,N161RS,SUTTON,SA226-T(B),2,Turbo Prop,Personal,,1,VMC,TAXI
Accident,5/21/90,"KELSO, WA",United States,46.146779,-122.9084445,1,Fatal,,N8306F,HUGHES,369D,1,Turbo Shaft,Other Work Use,,1,VMC,TAKEOFF
Accident,5/22/90,"HIGHLAND, NC",United States,35.0525909,-83.1968173,1,Fatal,Destroyed,N55AG,CESSNA,182RG,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,5/23/90,"HUNLOCK CREEK, PA",United States,41.2059157,-76.0660369,1,Fatal,Substantial,N913X,GRUMMAN,G-164A,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,5/26/90,"TUSKEGEE, AL",United States,32.430237,-85.7077266,1,Fatal,Destroyed,N633HA,HILLER,HA-200,2,Turbo Jet,Unknown,,1,VMC,MANEUVERING
Accident,5/29/90,"ROME, PA",United States,41.8584081,-76.3407699,1,Fatal,Destroyed,N8376N,PIPER,PA-28-181,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,5/29/90,"BEMIDJI, MN",United States,47.471573,-94.8826861,1,Fatal,Substantial,N3204,Rockwell,FLY BABY 1A,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,5/30/90,"BRANTLEY, AL",United States,31.5823832,-86.2571786,1,Fatal,Destroyed,N7054C,HUGHES,TH-55,1,Reciprocating,Public Aircraft,,1,VMC,
Accident,5/31/90,"LONGMONT, CO",United States,40.1672068,-105.1019275,1,Fatal,Destroyed,N89834,CESSNA,152,1,Reciprocating,Instructional,,1,VMC,APPROACH
Accident,6/1/90,"ALICIA, AR",United States,35.8931295,-91.0829015,1,Fatal,Destroyed,N8940Q,Aero Commander,S-2R,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,6/2/90,"DILLON, CO",United States,39.6302643,-106.0433518,1,Fatal,Substantial,N3944V,CESSNA,170A,1,Reciprocating,Personal,,1,VMC,CLIMB
Accident,6/2/90,"TACOMA, WA",United States,47.2528768,-122.4442906,1,Fatal,Destroyed,N79931,CESSNA,172K,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,6/2/90,"BARTLESVILLE, OK",United States,36.7473114,-95.9808179,1,Fatal,Destroyed,N434K,STINSON,SA-3A PLAYBOY,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,6/4/90,"TRUCKEE, CA",United States,39.327962,-120.1832533,1,Fatal,Substantial,N2423W,SCHWEIZER,SGS 1-26B,,Unknown,Instructional,,1,VMC,MANEUVERING
Accident,6/7/90,"PHOENIX, AZ",United States,33.4483771,-112.0740373,1,Fatal,Destroyed,N50353,BELLANCA,8KCAB,1,Reciprocating,Personal,,1,VMC,UNKNOWN
Accident,6/8/90,"MUSKOGEE, OK",United States,35.7478769,-95.3696909,1,Fatal,Destroyed,N902DM,de Havilland,VENOM 112 MK4,1,Turbo Jet,Personal,,1,VMC,TAKEOFF
Accident,6/8/90,"PASO ROBLES, CA",United States,35.6368759,-120.6545022,1,Fatal,Destroyed,N996T,BEECH,35-33,1,Reciprocating,Personal,,1,VMC,UNKNOWN
Accident,6/9/90,"VACAVILLE, CA",United States,38.3565773,-121.9877444,1,Fatal,Destroyed,N116TD,Rockwell,LS-3A,,Unknown,Personal,,1,VMC,MANEUVERING
Accident,6/9/90,"BETHEL, AK",United States,60.7922222,-161.7558334,1,Fatal,Substantial,N4257T,PIPER,PA-32,1,Reciprocating,Unknown,,1,IMC,TAKEOFF
Accident,6/10/90,"LA GRANDE, OR",United States,45.3245771,-118.0877188,1,Fatal,Destroyed,N9175Y,GLOBE,LONG EZ,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,6/10/90,"MINERAL WELLS, TX",United States,32.8084605,-98.1128223,1,Fatal,Destroyed,N3412L,GULFSTREAM,SC01B160,1,Reciprocating,Other Work Use,,1,VMC,APPROACH
Accident,6/10/90,"LUMBERTON, NJ",United States,39.9676482,-74.8003877,1,Fatal,Destroyed,N51L,Luscombe,HUMMEL BIRD,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,6/11/90,"THERMAL, CA",United States,33.6402638,-116.1422353,1,Fatal,Destroyed,N29MC,Aerotek,PITTS S2A,1,Reciprocating,Unknown,,1,VMC,MANEUVERING
Accident,6/14/90,"VRIESLAND, MI",United States,42.8119701,-85.9403149,1,Fatal,Destroyed,N359VE,TWIBELL,300,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,6/16/90,"NEWLAND, NC",United States,36.0873484,-81.9273362,1,Fatal,Destroyed,N9244X,CESSNA,182E,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,6/16/90,"BRAINARD, NE",United States,41.1838999,-97.0039204,1,Fatal,Destroyed,N3KJ,JOE ALMON,VARIEZE,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,6/17/90,"OKLAHOMA CITY, OK",United States,35.4675602,-97.5164276,1,Fatal,Destroyed,N26TJ,Stinson,SU-26MX,1,Reciprocating,Unknown,,1,VMC,MANEUVERING
Accident,6/19/90,"PELL CITY, AL",United States,33.5862149,-86.2860888,1,Fatal,Substantial,N7ZS,BOONE,MRU,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,6/23/90,"ERIE, ND",United States,47.1152573,-97.3878665,1,Fatal,Destroyed,N319ER,Ercoupe (Eng & Research Corp.),RV-4,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,6/23/90,"ABILENE, TX",United States,32.4487364,-99.7331439,1,Fatal,Destroyed,N12700,NORTH AMERICAN,P-51D,1,Reciprocating,Unknown,,1,VMC,MANEUVERING
Accident,6/26/90,"LAKEVILLE, MI",United States,42.809031,-83.1344204,1,Fatal,Destroyed,N315RC,PIPER,PA-46-310P,1,Reciprocating,Business,,1,VMC,CLIMB
Accident,6/30/90,"GLACIER, WA",United States,48.8901226,-121.9457016,1,Fatal,Substantial,N101FW,AEROSPATIALE,AS350B,1,Turbo Shaft,Unknown,,1,VMC,STANDING
Accident,6/30/90,"GROTON, CT",United States,41.3497456,-72.0790717,1,Fatal,Substantial,N1205V,BOEING,A75L3,1,Reciprocating,Unknown,,1,VMC,MANEUVERING
Accident,7/1/90,"BUFFALO, NY",United States,42.8864468,-78.8783689,1,Fatal,Destroyed,N44ZZ,NORTH AMERICAN,AT-6,1,Reciprocating,Other Work Use,,1,VMC,MANEUVERING
Accident,7/1/90,"IRON MOUNTAIN, MI",United States,45.8202334,-88.0659603,1,Fatal,Destroyed,N176,North American,OSPREY,1,Reciprocating,Personal,,1,VMC,CLIMB
Accident,7/6/90,"IOLA, WI",United States,44.5080338,-89.1306665,1,Fatal,Destroyed,N30666,CESSNA,177B,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,7/7/90,"NEW BRAUNFELS, TX",United States,29.7030024,-98.1244531,1,Fatal,Substantial,N911HG,Canadair,11M,1,Reciprocating,Unknown,,1,VMC,MANEUVERING
Accident,7/7/90,"NEW BRAUNFELS, TX",United States,29.7030024,-98.1244531,1,Fatal,Destroyed,N97RJ,"MD Helicopters, Inc.",M30,1,Reciprocating,Unknown,,1,VMC,MANEUVERING
Accident,7/9/90,"LANETT, AL",United States,32.8687391,-85.1904971,1,Fatal,Substantial,N2947S,CESSNA,150G,1,Reciprocating,Positioning,,1,VMC,TAKEOFF
Accident,7/9/90,"PRINEVILLE, OR",United States,44.2998485,-120.8344664,1,Fatal,Destroyed,N30511,PIPER,PA-32RT-300T,1,Reciprocating,Business,,1,VMC,CRUISE
Accident,7/11/90,"BOULDER CITY, NV",United States,35.9782216,-114.8345117,1,Fatal,Destroyed,N44PV,LAKE,PHOENIX VENDETTA LS,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,7/12/90,"DISPUTANTA, VA",United States,37.124332,-77.226374,1,Fatal,Destroyed,N9726Y,BEECH,P35,1,Reciprocating,Personal,,1,UNK,CRUISE
Accident,7/14/90,"AUGUSTA, ME",United States,44.3106241,-69.7794897,1,Fatal,Substantial,N8514Q,CESSNA,U206F,1,Reciprocating,Personal,,1,VMC,LANDING
Accident,7/15/90,"FRUITDALE, AL",United States,31.3429195,-88.4077369,1,Fatal,Destroyed,N5301G,CESSNA,305A,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,7/20/90,"SANTEE, CA",United States,32.8383828,-116.9739167,1,Fatal,Destroyed,N72035,BEECH,B36TC,1,Reciprocating,Personal,,1,IMC,CLIMB
Accident,7/21/90,"HEARNE, TX",United States,30.8785238,-96.5930258,1,Fatal,Destroyed,N130MP,Bellanca,B-8M,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,7/25/90,"SOMMERSET, LA",United States,33.1100183,-117.2401261,1,Fatal,Destroyed,N7854,GRUMMAN,G-164A,1,Reciprocating,Aerial Application,,1,VMC,TAKEOFF
Accident,7/26/90,"TAHLEQUAH, OK",United States,35.91537,-94.969956,1,Fatal,Destroyed,N20K,ROBINSON,R22B,1,Reciprocating,Public Aircraft,,1,VMC,CRUISE
Accident,7/28/90,"CONWAY, SC",United States,33.8360034,-79.0478143,1,Fatal,Destroyed,N2789P,PIPER,PA-18A,1,Reciprocating,Unknown,,1,VMC,MANEUVERING
Accident,7/31/90,"EAST JORDAN, MI",United States,45.1580628,-85.1242254,1,Fatal,Destroyed,N15Z,Piper,SA-1,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,8/2/90,"OSHKOSH, WI",United States,44.0247062,-88.5426136,1,Fatal,Destroyed,N25400,BOEING,A75N1,1,Reciprocating,Unknown,,1,VMC,MANEUVERING
Accident,8/2/90,"AMHERST, NE",United States,40.7688996,-99.2698169,1,Fatal,Substantial,N84524,CESSNA,A188B,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,8/5/90,"HYDEN, KY",United States,37.1609254,-83.3732373,1,Fatal,Destroyed,N4728A,CESSNA,A152,1,Reciprocating,Personal,,1,UNK,CRUISE
Accident,8/7/90,"MINONK, IL",United States,40.9044778,-89.0345224,1,Fatal,Destroyed,N535CG,PARTENAVIA,AIR CAMPER,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,8/7/90,"CALIF VALLEY, CA",United States,35.3199683,-120.0068025,1,Fatal,Destroyed,N2223E,Hughes,THUNDER GULL,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,8/11/90,"TUMWATER, WA",United States,47.0073187,-122.9093063,1,Fatal,Destroyed,N70JV,Triple S Aero INC,SA102 CAVALIER,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,8/12/90,"WEBSTER, WI",United States,45.8774469,-92.3674164,1,Fatal,Destroyed,N9468V,MOONEY,M20C,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,8/14/90,"SALTAIRE, NY",United States,40.636211,-73.1967826,1,Fatal,Destroyed,N4190Y,BELLANCA,7GCAA,1,Reciprocating,Positioning,,1,VMC,MANEUVERING
Accident,8/16/90,"OSCEOLA, AR",United States,35.7050778,-89.969532,1,Fatal,Destroyed,N7864,GRUMMAN,G164A,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,8/18/90,"HAMILTON, OH",United States,39.3995008,-84.5613355,1,Fatal,Substantial,N40X,THORP,PITTS SPECIAL S-1S,1,Reciprocating,Unknown,,1,VMC,MANEUVERING
Accident,8/18/90,"HOWELL, MI",United States,42.6072552,-83.9293952,1,Fatal,Destroyed,N4547B,CESSNA,180,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,8/23/90,"TUCSON, AZ",United States,32.2226066,-110.9747108,1,Fatal,Substantial,N4203,STINSON,SA6B,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,8/25/90,"LUBBOCK, TX",United States,33.5778631,-101.8551665,1,Fatal,Destroyed,N9852P,PIPER,PA-25-235,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,8/25/90,"CLARK LAKE, MI",United States,42.1214293,-84.344951,1,Fatal,Destroyed,N2521F,CHAMPION,7GCAA,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,8/26/90,"TAOS, NM",United States,36.4072485,-105.5730665,1,Fatal,Minor,N74000,Burkhart Grob Flugzeugbau,O-84,,Unknown,Unknown,,1,VMC,LANDING
Accident,8/30/90,"ST PAUL, MN",United States,44.9537029,-93.0899578,1,Fatal,Substantial,N8871M,BEECH,A23A,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,8/30/90,"CENTER, TX",United States,31.7954512,-94.1790862,1,Fatal,Destroyed,N377S,CESSNA,320,2,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,9/2/90,"CALIFORNIA CITY, CA",United States,35.125801,-117.9859038,1,Fatal,Destroyed,N39285,Saab-Scania AB (Saab),NIMBUS-2C,0,Unknown,Personal,,1,VMC,MANEUVERING
Accident,9/6/90,"NASHVILLE, TN",United States,36.1626638,-86.7816016,1,Fatal,Destroyed,N82MA,Miner,MU-2B-36,2,Turbo Prop,Ferry,,1,VMC,TAKEOFF
Accident,9/8/90,"ORD, NE",United States,41.6053522,-98.9280583,1,Fatal,Destroyed,N7691V,AERO COMMANDER,CALAIR A9B,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,9/8/90,"LONG BEACH, CA",United States,33.7700504,-118.1937395,1,Fatal,Substantial,N80750,ROBINSON,R-22,1,Reciprocating,Personal,,1,VMC,STANDING
Accident,9/8/90,"FOREST HILL, MD",United States,39.5850754,-76.3877289,1,Fatal,Destroyed,N1540V,BEECH,C35,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,9/11/90,"AIKEN, SC",United States,33.5604168,-81.7195533,1,Fatal,Destroyed,N9422R,CESSNA,A188B,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
